
Expectation values
  Settings       N_ab   <AB>_sim    <AB>_qm StdErr_sim
      0, 0       1205     -1.000     -1.000      0.029
  0, 11.25       1156     -1.000     -0.981      0.029
   0, 22.5       1028     -0.932     -0.924      0.029
  0, 33.75       1039     -0.869     -0.831      0.027
     0, 45       1009     -0.734     -0.707      0.023
  0, 56.25        949     -0.576     -0.556      0.019
   0, 67.5        942     -0.444     -0.383      0.014
  0, 78.75        955     -0.240     -0.195      0.008
     0, 90        900      0.013     -0.000      0.000
 0, 101.25        973      0.244      0.195      0.008
  0, 112.5        935      0.373      0.383      0.012
 0, 123.75        938      0.597      0.556      0.019
    0, 135        984      0.742      0.707      0.024
 0, 146.25       1082      0.850      0.831      0.026
  0, 157.5       1020      0.935      0.924      0.029
 0, 168.75       1125      1.000      0.981      0.030
    0, 180       1222      1.000      1.000      0.029
 0, 191.25       1104      1.000      0.981      0.030
  0, 202.5       1103      0.946      0.924      0.028
 0, 213.75       1008      0.867      0.831      0.027
    0, 225       1044      0.724      0.707      0.022
 0, 236.25        992      0.609      0.556      0.019
  0, 247.5        982      0.358      0.383      0.011
 0, 258.75        989      0.209      0.195      0.007
    0, 270       1002      0.010      0.000      0.000
 0, 281.25        942     -0.193     -0.195      0.006
  0, 292.5        913     -0.455     -0.383      0.015
 0, 303.75        978     -0.558     -0.556      0.018
    0, 315        991     -0.768     -0.707      0.024
 0, 326.25        978     -0.840     -0.831      0.027
  0, 337.5       1112     -0.926     -0.924      0.028
 0, 348.75       1078     -1.000     -0.981      0.030
    0, 360       1202     -1.000     -1.000      0.029
  11.25, 0       1082     -1.000     -0.981      0.030
11.25, 11.25       1259     -1.000     -1.000      0.028
11.25, 22.5       1170     -1.000     -0.981      0.029
11.25, 33.75       1080     -0.939     -0.924      0.029
 11.25, 45       1006     -0.857     -0.831      0.027
11.25, 56.25       1019     -0.743     -0.707      0.023
11.25, 67.5        980     -0.590     -0.556      0.019
11.25, 78.75        901     -0.416     -0.383      0.014
 11.25, 90        895     -0.251     -0.195      0.008
11.25, 101.25        997     -0.017     -0.000      0.001
11.25, 112.5        963      0.238      0.195      0.008
11.25, 123.75        982      0.420      0.383      0.013
11.25, 135        937      0.594      0.556      0.019
11.25, 146.25        998      0.743      0.707      0.024
11.25, 157.5       1020      0.845      0.831      0.026
11.25, 168.75       1111      0.932      0.924      0.028
11.25, 180       1134      1.000      0.981      0.030
11.25, 191.25       1239      1.000      1.000      0.028
11.25, 202.5       1132      1.000      0.981      0.030
11.25, 213.75       1105      0.931      0.924      0.028
11.25, 225       1088      0.864      0.831      0.026
11.25, 236.25        952      0.739      0.707      0.024
11.25, 247.5        989      0.587      0.556      0.019
11.25, 258.75       1018      0.389      0.383      0.012
11.25, 270        945      0.240      0.195      0.008
11.25, 281.25        990     -0.006      0.000      0.000
11.25, 292.5        975     -0.198     -0.195      0.006
11.25, 303.75        997     -0.400     -0.383      0.013
11.25, 315       1009     -0.564     -0.556      0.018
11.25, 326.25        948     -0.719     -0.707      0.023
11.25, 337.5       1038     -0.850     -0.831      0.026
11.25, 348.75       1098     -0.925     -0.924      0.028
11.25, 360       1148     -1.000     -0.981      0.030
   22.5, 0       1114     -0.935     -0.924      0.028
22.5, 11.25       1139     -1.000     -0.981      0.030
22.5, 22.5       1225     -1.000     -1.000      0.029
22.5, 33.75       1171     -1.000     -0.981      0.029
  22.5, 45       1063     -0.936     -0.924      0.029
22.5, 56.25        979     -0.855     -0.831      0.027
22.5, 67.5       1011     -0.729     -0.707      0.023
22.5, 78.75        969     -0.585     -0.556      0.019
  22.5, 90        932     -0.367     -0.383      0.012
22.5, 101.25        959     -0.189     -0.195      0.006
22.5, 112.5        980      0.051     -0.000      0.002
22.5, 123.75       1021      0.218      0.195      0.007
 22.5, 135        982      0.436      0.383      0.014
22.5, 146.25       1004      0.622      0.556      0.020
22.5, 157.5        999      0.722      0.707      0.023
22.5, 168.75       1006      0.845      0.831      0.027
 22.5, 180       1106      0.922      0.924      0.028
22.5, 191.25       1158      1.000      0.981      0.029
22.5, 202.5       1235      1.000      1.000      0.028
22.5, 213.75       1123      0.996      0.981      0.030
 22.5, 225       1074      0.890      0.924      0.027
22.5, 236.25       1031      0.833      0.831      0.026
22.5, 247.5        983      0.729      0.707      0.023
22.5, 258.75        959      0.562      0.556      0.018
 22.5, 270        884      0.351      0.383      0.012
22.5, 281.25        970      0.188      0.195      0.006
22.5, 292.5        928     -0.026      0.000      0.001
